,Unnamed: 0.1,Unnamed: 0,id,SMILES_x,SMILES_y,smiles
34,460,460,4757,[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H],[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H],[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H]
35,466,466,4766,[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H]
36,467,467,4767,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C(=O)C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C(=O)C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C(=O)C2([H])[H]
37,468,468,4768,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])C2=O,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])C2=O,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])C2=O
38,469,469,4769,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1S2,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1S2,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1S2
39,470,470,4771,[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])C([H])([H])C2([H])[H],[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])C([H])([H])C2([H])[H],[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])C([H])([H])C2([H])[H]
40,471,471,4773,[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C3([H])c4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4C([H])([H])C([H])([H])N3C(=O)C2([H])C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H],[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C3([H])c4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4C([H])([H])C([H])([H])N3C(=O)C2([H])C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H],[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C3([H])c4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4C([H])([H])C([H])([H])N3C(=O)C2([H])C([H])([H])C([H])([H])[H])c([N+](=O)[O-])c1[H]
41,472,472,4774,[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])Oc1c([H])c([H])c([H])c([H])c1C2([H])[H]
42,473,473,4777,[H]c1oc(C(=O)C(=O)c2oc([H])c([H])c2[H])c([H])c1[H],[H]c1oc(C(=O)C(=O)c2oc([H])c([H])c2[H])c([H])c1[H],[H]c1oc(C(=O)C(=O)c2oc([H])c([H])c2[H])c([H])c1[H]
43,474,474,4778,[H]c1oc(C([H])([H])N([H])C([H])([H])[H])c([H])c1[H],[H]c1oc(C([H])([H])N([H])C([H])([H])[H])c([H])c1[H],[H]c1oc(C([H])([H])N([H])C([H])([H])[H])c([H])c1[H]
46,479,479,4785,[H]c1sc([H])c([H])c1[H],[H]c1sc([H])c([H])c1[H],[H]c1sc([H])c([H])c1[H]
47,480,480,4786,[H]c1nc(OC([H])([H])C([H])([H])[H])c([H])c([H])c1[H],[H]c1nc(OC([H])([H])C([H])([H])[H])c([H])c([H])c1[H],[H]c1nc(OC([H])([H])C([H])([H])[H])c([H])c([H])c1[H]
48,481,481,4787,[H]c1nc([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],[H]c1nc([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],[H]c1nc([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H]
49,482,482,4788,[H]c1c(C([H])([H])[H])c([H])c([H])[n+]([O-])c1[H],[H]c1c(C([H])([H])[H])c([H])c([H])[n+]([O-])c1[H],[H]c1c(C([H])([H])[H])c([H])c([H])[n+]([O-])c1[H]
50,483,483,4789,[H]c1nc(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],[H]c1nc(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],[H]c1nc(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H]
51,484,484,4790,[H]c1c(N([H])[H])nc(C([H])([H])[H])c([H])c1C([H])([H])[H],[H]c1c(N([H])[H])nc(C([H])([H])[H])c([H])c1C([H])([H])[H],[H]c1c(N([H])[H])nc(C([H])([H])[H])c([H])c1C([H])([H])[H]
52,487,487,4799,[H]c1c([H])c([H])c(C(=O)C2=NOC([H])(C#N)C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C(=O)C2=NOC([H])(C#N)C2([H])[H])c([H])c1[H],[H]c1c([H])c([H])c(C(=O)C2=NOC([H])(C#N)C2([H])[H])c([H])c1[H]
53,490,490,4803,[H]Oc1c([H])c([H])c(C([H])=C(C#N)C#N)c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])=C(C#N)C#N)c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])=C(C#N)C#N)c([H])c1[H]
56,495,495,4811,[H]C([H])=C(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],[H]C([H])=C(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],[H]C([H])=C(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H]
57,496,496,4812,[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
58,497,497,4813,[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
59,501,501,4818,[H]c1c([H])c(C(=O)C2([H])C([H])([H])C2([H])[H])n([H])c1[H],[H]c1c([H])c(C(=O)C2([H])C([H])([H])C2([H])[H])n([H])c1[H],[H]c1c([H])c(C(=O)C2([H])C([H])([H])C2([H])[H])n([H])c1[H]
60,502,502,4821,[H]C([H])([H])C([H])([H])C([H])(Cl)C([H])([H])[H],[H]C([H])([H])C([H])([H])C([H])(Cl)C([H])([H])[H],[H]C([H])([H])C([H])([H])C([H])(Cl)C([H])([H])[H]
61,503,503,4822,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Cl,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Cl,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Cl
62,504,504,4823,[H]C([H])(Cl)Cl,[H]C([H])(Cl)Cl,[H]C([H])(Cl)Cl
63,505,505,4826,[H]C([H])(Cl)C([H])([H])Cl,[H]C([H])(Cl)C([H])([H])Cl,[H]C([H])(Cl)C([H])([H])Cl
64,509,509,4834,[H]C([H])(Cl)C(Cl)(Cl)Cl,[H]C([H])(Cl)C(Cl)(Cl)Cl,[H]C([H])(Cl)C(Cl)(Cl)Cl
65,510,510,4837,[H]C(Cl)(Cl)C(Cl)(Cl)Cl,[H]C(Cl)(Cl)C(Cl)(Cl)Cl,[H]C(Cl)(Cl)C(Cl)(Cl)Cl
66,513,513,4842,[H]C([H])(Cl)C(C([H])([H])Cl)(C([H])([H])Cl)C([H])([H])Cl,[H]C([H])(Cl)C(C([H])([H])Cl)(C([H])([H])Cl)C([H])([H])Cl,[H]C([H])(Cl)C(C([H])([H])Cl)(C([H])([H])Cl)C([H])([H])Cl
70,542,542,4889,[H]C([H])([H])SC([H])([H])Cl,[H]C([H])([H])SC([H])([H])Cl,[H]C([H])([H])SC([H])([H])Cl
71,553,553,4907,[H]C(=O)C(=C([H])[H])C([H])([H])[H],[H]C(=O)C(=C([H])[H])C([H])([H])[H],[H]C(=O)C(=C([H])[H])C([H])([H])[H]
72,560,560,4917,[H]C(=C1C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C1=C([H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=C1C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C1=C([H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],[H]C(=C1C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C(=C([H])c2c([H])c([H])c([H])c([H])c2[H])C1=C([H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
74,567,567,4928,[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c([H])c1=O,[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c([H])c1=O,[H]c1c(C([H])([H])[H])oc(C([H])([H])[H])c([H])c1=O
77,576,576,4942,[H]C([H])([H])S(=O)(=O)C([H])([H])C#N,[H]C([H])([H])S(=O)(=O)C([H])([H])C#N,[H]C([H])([H])S(=O)(=O)C([H])([H])C#N
78,577,577,4943,[H]C1=C([H])C([H])([H])S(=O)(=O)C1([H])[H],[H]C1=C([H])C([H])([H])S(=O)(=O)C1([H])[H],[H]C1=C([H])C([H])([H])S(=O)(=O)C1([H])[H]
81,582,582,4960,[H]c1c([H])c([H])c(N=C=S)c([H])c1[H],[H]c1c([H])c([H])c(N=C=S)c([H])c1[H],[H]c1c([H])c([H])c(N=C=S)c([H])c1[H]
82,583,583,4961,[H]C([H])([H])C12OC(=O)C3([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])C1([H])[H])C3([H])C2([H])[H],[H]C([H])([H])C12OC(=O)C3([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])C1([H])[H])C3([H])C2([H])[H],[H]C([H])([H])C12OC(=O)C3([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])C1([H])[H])C3([H])C2([H])[H]
83,584,584,4962,[H]c1c([H])c(Cl)c(C#N)c(Cl)c1[H],[H]c1c([H])c(Cl)c(C#N)c(Cl)c1[H],[H]c1c([H])c(Cl)c(C#N)c(Cl)c1[H]
84,588,588,4969,[H]OC([H])([H])C(=O)C1(O[H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])C4(C([H])([H])[H])C3([H])C(=O)C([H])([H])C12C([H])([H])[H],[H]OC([H])([H])C(=O)C1(O[H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])C4(C([H])([H])[H])C3([H])C(=O)C([H])([H])C12C([H])([H])[H],[H]OC([H])([H])C(=O)C1(O[H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])C4(C([H])([H])[H])C3([H])C(=O)C([H])([H])C12C([H])([H])[H]
88,597,597,4986,[H]c1c([H])c([H])c2c(c1[H])C(=O)C([H])(C([H])([H])C([H])([H])[H])C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])C(=O)C([H])(C([H])([H])C([H])([H])[H])C2([H])[H],[H]c1c([H])c([H])c2c(c1[H])C(=O)C([H])(C([H])([H])C([H])([H])[H])C2([H])[H]
93,603,603,4997,[H]c1c(C#N)c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],[H]c1c(C#N)c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],[H]c1c(C#N)c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H]
94,604,604,5001,[H]c1c(C#N)c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],[H]c1c(C#N)c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],[H]c1c(C#N)c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-]
96,606,606,5006,[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c1C(=O)OC([H])([H])[H],[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c1C(=O)OC([H])([H])[H],[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c1C(=O)OC([H])([H])[H]
98,609,609,5010,[H]c1c([H])c([H])c2c(c1[H])C(=O)OC2=O,[H]c1c([H])c([H])c2c(c1[H])C(=O)OC2=O,[H]c1c([H])c([H])c2c(c1[H])C(=O)OC2=O
99,610,610,5011,[H]c1sc(C#Cc2sc([H])c([H])c2[H])c([H])c1[H],[H]c1sc(C#Cc2sc([H])c([H])c2[H])c([H])c1[H],[H]c1sc(C#Cc2sc([H])c([H])c2[H])c([H])c1[H]
100,611,611,5012,[H]c1sc(C(=O)C(=O)c2sc([H])c([H])c2[H])c([H])c1[H],[H]c1sc(C(=O)C(=O)c2sc([H])c([H])c2[H])c([H])c1[H],[H]c1sc(C(=O)C(=O)c2sc([H])c([H])c2[H])c([H])c1[H]
103,623,623,5031,[H]c1c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c1[H],[H]c1c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c1[H],[H]c1c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c(C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c1[H]
106,631,631,5043,[H]C([H])=C([H])C([H])([H])OC(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H],[H]C([H])=C([H])C([H])([H])OC(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H],[H]C([H])=C([H])C([H])([H])OC(OC([H])([H])[H])(OC([H])([H])[H])OC([H])([H])[H]
107,638,638,5050,[H]C([H])=C([H])C([H])([H])N(C(=O)C([H])([H])[H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],[H]C([H])=C([H])C([H])([H])N(C(=O)C([H])([H])[H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],[H]C([H])=C([H])C([H])([H])N(C(=O)C([H])([H])[H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
111,644,644,5110,[H]OC1([H])c2c([H])oc([H])c2C([H])(O[H])C2([H])OC12[H],[H]OC1([H])c2c([H])oc([H])c2C([H])(O[H])C2([H])OC12[H],[H]OC1([H])c2c([H])oc([H])c2C([H])(O[H])C2([H])OC12[H]
113,647,647,5115,[H]C([H])([H])C1([H])C([H])([H])N2C([H])([H])C3([H])C([H])([H])C([H])([H])C4=C5C([H])(C([H])([H])C4=O)C([H])([H])C([H])([H])C54C(=O)C1([H])C([H])([H])C2([H])C43C([H])([H])[H],[H]C([H])([H])C1([H])C([H])([H])N2C([H])([H])C3([H])C([H])([H])C([H])([H])C4=C5C([H])(C([H])([H])C4=O)C([H])([H])C([H])([H])C54C(=O)C1([H])C([H])([H])C2([H])C43C([H])([H])[H],[H]C([H])([H])C1([H])C([H])([H])N2C([H])([H])C3([H])C([H])([H])C([H])([H])C4=C5C([H])(C([H])([H])C4=O)C([H])([H])C([H])([H])C54C(=O)C1([H])C([H])([H])C2([H])C43C([H])([H])[H]
115,649,649,5117,[H]Oc1c([H])c([H])c(C([H])=C([H])c2c([H])c(O[H])c([H])c(O[H])c2[H])c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])=C([H])c2c([H])c(O[H])c([H])c(O[H])c2[H])c([H])c1[H],[H]Oc1c([H])c([H])c(C([H])=C([H])c2c([H])c(O[H])c([H])c(O[H])c2[H])c([H])c1[H]
117,652,652,5132,[H]Oc1c([H])c([H])c([H])c2oc3c(=O)c(C([H])([H])[H])c(OC([H])([H])[H])c(=O)c=3c([H])c([H])c12,[H]Oc1c([H])c([H])c([H])c2oc3c(=O)c(C([H])([H])[H])c(OC([H])([H])[H])c(=O)c=3c([H])c([H])c12,[H]Oc1c([H])c([H])c([H])c2oc3c(=O)c(C([H])([H])[H])c(OC([H])([H])[H])c(=O)c=3c([H])c([H])c12
118,653,653,5133,[H]Oc1c([H])c([H])c([H])c2c1C([H])=C([H])c1c(c(O[H])c(C([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H])O2,[H]Oc1c([H])c([H])c([H])c2c1C([H])=C([H])c1c(c(O[H])c(C([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H])O2,[H]Oc1c([H])c([H])c([H])c2c1C([H])=C([H])c1c(c(O[H])c(C([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H])O2
119,654,654,5134,[H]Oc1c([H])c([H])c(OC([H])([H])[H])c2c1Oc1c(O[H])c(C([H])([H])[H])c(OC([H])([H])[H])c([H])c1C([H])=C2[H],[H]Oc1c([H])c([H])c(OC([H])([H])[H])c2c1Oc1c(O[H])c(C([H])([H])[H])c(OC([H])([H])[H])c([H])c1C([H])=C2[H],[H]Oc1c([H])c([H])c(OC([H])([H])[H])c2c1Oc1c(O[H])c(C([H])([H])[H])c(OC([H])([H])[H])c([H])c1C([H])=C2[H]
120,655,655,5135,[H]Oc1c([H])c([H])c([H])c2c1C([H])=C([H])c1c([H])c(O[H])c(C([H])([H])[H])c(OC([H])([H])[H])c1O2,[H]Oc1c([H])c([H])c([H])c2c1C([H])=C([H])c1c([H])c(O[H])c(C([H])([H])[H])c(OC([H])([H])[H])c1O2,[H]Oc1c([H])c([H])c([H])c2c1C([H])=C([H])c1c([H])c(O[H])c(C([H])([H])[H])c(OC([H])([H])[H])c1O2
129,1431,1431,6267,[H]c1c([H])c([H])c([N+](=O)[O-])c(Cl)c1[H],[H]c1c([H])c([H])c([N+](=O)[O-])c(Cl)c1[H],[H]c1c([H])c([H])c([N+](=O)[O-])c(Cl)c1[H]
134,1795,1795,6789,[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c1[H],[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c1[H],[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c1[H]
141,2095,2095,7240,[H]OC1([H])C2([H])OC2(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C3([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C([H])C(=O)C3(C([H])([H])[H])C(=O)C([H])([H])C12C([H])([H])[H],[H]OC1([H])C2([H])OC2(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C3([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C([H])C(=O)C3(C([H])([H])[H])C(=O)C([H])([H])C12C([H])([H])[H],[H]OC1([H])C2([H])OC2(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C3([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])=C([H])C(=O)C3(C([H])([H])[H])C(=O)C([H])([H])C12C([H])([H])[H]
143,2121,2121,7277,[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])([H])O[H],[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])([H])O[H],[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])([H])O[H]
144,2123,2123,7281,[H]C([H])([H])C([H])(Cl)C([H])([H])[H],[H]C([H])([H])C([H])(Cl)C([H])([H])[H],[H]C([H])([H])C([H])(Cl)C([H])([H])[H]
145,2124,2124,7284,[H]C([H])([H])C([H])([H])C([H])([H])Cl,[H]C([H])([H])C([H])([H])C([H])([H])Cl,[H]C([H])([H])C([H])([H])C([H])([H])Cl
147,2142,2142,7305,[H]c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H],[H]c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H],[H]c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H]
152,2158,2158,7321,[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
155,2170,2170,7333,[H]C(=O)c1c([H])c([H])c2c(c1[H])OC([H])([H])O2,[H]C(=O)c1c([H])c([H])c2c(c1[H])OC([H])([H])O2,[H]C(=O)c1c([H])c([H])c2c(c1[H])OC([H])([H])O2
158,2200,2200,7367,[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
159,2204,2204,7371,[H]Oc1c([H])c([H])c([H])c([H])c1Cl,[H]Oc1c([H])c([H])c([H])c([H])c1Cl,[H]Oc1c([H])c([H])c([H])c([H])c1Cl
160,2205,2205,7372,[H]C([H])([H])C(Cl)(C([H])([H])[H])C([H])([H])[H],[H]C([H])([H])C(Cl)(C([H])([H])[H])C([H])([H])[H],[H]C([H])([H])C(Cl)(C([H])([H])[H])C([H])([H])[H]
161,2213,2213,7385,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H],[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H],[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])n2[H]
162,2233,2233,7409,[H]c1c([H])c([H])n([H])c1[H],[H]c1c([H])c([H])n([H])c1[H],[H]c1c([H])c([H])n([H])c1[H]
165,2245,2245,7421,[H]c1c([H])c([H])c2c(c1[H])C(=O)N([H])C2=O,[H]c1c([H])c([H])c2c(c1[H])C(=O)N([H])C2=O,[H]c1c([H])c([H])c2c(c1[H])C(=O)N([H])C2=O
