,Unnamed: 0,file,smiles
56,92,10025014,C1(=C(C(=C(C2=C1C(=C(O2)C=3C(=C(C(=C(C3C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])O[H])[H])O[H])[H])[H])[H])O[H])[H])[H]
57,93,20097183,C(C=1C2=C(C(=C(C(=C2C(=C(N1)[H])[H])[H])[H])[H])[H])([H])([H])[H]
58,96,74948,C=1(OC(=NC1C(=O)OC([H])([H])[H])C=2C(=C(C(=C(C2[H])[H])C([H])([H])[H])[H])[H])OC([H])([H])[H]
59,97,10016435,C(=C(C(=C([H])[H])[H])[H])([H])[H]
60,99,20182032,C1(C([H])([H])[H])=C(C(=NO1)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H]
61,101,20045968,C(=C(C(C(Cl)(Cl)[H])([H])[H])[H])(C(=O)O[H])[H]
62,102,20096927,C(C(C(C(I)([H])[H])([H])[H])([H])[H])([H])([H])[H]
64,107,20033030,C=1(C(=C(C(=C(C1[H])[H])C(=O)N(N([H])[H])[H])[H])[H])Cl
65,109,10018177,C1(C(C1(C(Cl)([H])[H])[H])(C(Cl)([H])[H])[H])(Br)Br
66,110,10016643,C(=C(C(O[H])([H])[H])[H])(C([H])([H])[H])[H]
67,111,20109331,C1(C(C2(C(C1([H])[H])(C(C(O2)=O)(O[H])[H])[H])[H])(I)[H])([H])[H]
69,114,20050102,C=1(C(=C(N=C(N1)N2C(C(OC(C2([H])[H])([H])[H])([H])[H])([H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])C#N)SC([H])([H])[H]
70,117,20026364,C(OC(OC([H])([H])[H])(C(C(C(N([H])[H])(C(=O)OC([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
71,120,30100283,C1(=C(C(=C(C2=C1C(C(=C(O2)C([H])([H])[H])[H])=O)[H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H]
72,121,20230640,C1(=C(C(=C(C2=C1N=C(C3(O2)C(C3([H])[H])([H])[H])C(=O)OC([H])([H])[H])[H])[H])I)[H]
75,124,20026861,C1(C(C(C(C1(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])=O
76,125,60004203,C(C(=C(C(C(C1(C([H])([H])[H])C2(C(C([H])([H])[H])(C(=C([H])[H])C(C(C2([H])[H])([H])[H])([H])[H])C(C(C1(C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])(O[H])([H])[H]
77,127,76169,C=12N(C(SN1)=NC([H])([H])[H])C(C(C2([H])[H])([H])[H])([H])[H]
79,133,10023507,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])C#C[H])[H])[H])[H])[H])[H]
80,134,20028548,C1(C2(C(C(C(C1([H])[H])([H])[H])([H])[H])(O2)C([H])([H])[H])[H])([H])[H]
82,138,10016096,N1(C(C(C(C(C1(C([H])([H])[H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H]
83,139,20212803,C1(=C(C(=C(C2=C1C(C(OC(C(C(C3=C(C(=C2O3)[H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])=O)([H])[H])O[H])[H])O[H])[H]
84,140,20181331,C(C#CC(C(N([H])[H])(C(=O)OC([H])([H])[H])C(C(=C([H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
85,143,20051751,C1(=NC(=C(N=C1Cl)Cl)[H])[H]
86,148,20122846,C1(N(C(C(C1([H])[H])([H])[H])(C#N)[H])C(=O)OC([H])([H])[H])(C(O[H])([H])[H])[H]
88,151,20028165,C=1(C(=C(N=C(C1[H])N([H])[H])N([H])[H])[H])[H]
89,153,20180927,C1(=C(C(=C(C(=C1OC([H])([H])[H])OC(C(=C([H])[H])C(=O)OC([H])([H])[H])([H])[H])[H])C(=O)OC([H])([H])[H])[H])[H]
90,156,30100669,C1(=NC(C(O1)(C([H])([H])[H])C([H])([H])[H])=S)C=2C(=C(C(=C(C2[H])[H])OC([H])([H])[H])[H])[H]
91,158,89594,C1(C(C(C(C2(C1(C(C(C(C([H])([H])[H])(N2[H])[H])([H])[H])([H])[H])[H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H]
93,160,20181302,C12=C(OC(C3=C1C4=C(N3[H])C(=O)OC5=C4C(=C(C(=C5[H])O[H])O[H])[H])=O)C(=C(C(=C2[H])O[H])O[H])[H]
94,162,20180370,C1(=C(C(=C(C2=C1C(C(=C(C2=O)N([H])[H])C(=O)C([H])([H])[H])=O)O[H])[H])[H])[H]
95,165,10021225,C1(=C(C(=C(C(=C1[H])N(C(=O)N(C=2C(=C(C(=C(C2[H])[H])O[H])[H])[H])[H])[H])F)[H])[H])[N+](=O)[O-]
96,167,90697,C1(=C(C2=C(O1)C(=C(N2C(=O)C([H])([H])[H])[H])[H])[H])[H]
97,168,20242122,C1(=C(C(=C(C2=C1C(N(C2=O)C([H])([H])[H])(O[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])N([H])[H])[H])[H])[H]
98,170,10018943,C1(=C(C(=C(C2=C1C(C(N3C2(C(C4(C(C3([H])[H])(C(C(C(N4S(C([H])([H])[H])(=O)=O)([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])[H])OC([H])([H])[H])[H]
99,171,20175526,N12C3(C(C(C1([H])[H])(OS(=O)(=O)[O-])[H])(O[H])O[H])C(N(C(N3[H])=[N+]([H])[H])[H])(C(N(C2=[N+]([H])[H])O[H])(C(OC(=O)N(S(=O)(=O)[O-])[H])([H])[H])[H])[H]
101,176,10008808,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(O[H])([H])[H]
102,177,30100230,C(S(=O)SC([H])([H])[H])(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H]
104,183,20191988,C1(C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])(C(C(=O)OC(C([H])([H])[H])([H])[H])([H])[H])C(C(=O)OC(C([H])([H])[H])([H])[H])([H])[H]
108,188,10016756,C(C(=O)C1(C(C1([H])[H])([H])[H])[H])([H])([H])[H]
109,189,20234097,C1(=C(C(OC2([Se]1)C(C3=C(C2(C([H])([H])[H])C([H])([H])[H])C(=C(C(=C3[H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H])=O)[H])[H]
110,191,10017827,C1(C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])Cl)[H])=O)=C(N3C(C(OC(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])=O
111,192,74289,C(S(C(C([H])([H])[H])(C([H])([H])[H])[H])(=O)=O)(=C([H])[H])[H]
112,194,10005895,C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=O)=O
113,195,20230565,C1(=C(C(=C(C(=C1[H])[H])OC([H])([H])[H])[H])[H])N2C(C(C2=O)([H])[H])=C(C#N)[H]
115,198,20027355,C1(=C(C(=C(C(N1[H])=O)[H])C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H]
116,199,20180299,C(#CC(N([H])[H])([H])[H])[H]
118,202,10017975,C(SC#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])#N
119,205,20207976,O=C(C1=C(C(O[H])=C(O[H])C(=C1[H])[H])[H])C(N(C([H])([H])[H])[H])([H])[H]
120,206,10018384,N1(N=C(C(=C1C([H])([H])[H])[H])C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])C([H])([H])[H]
121,207,20242342,C(C(=O)C(C(C(O[H])([H])[H])([H])[H])=C([H])[H])([H])([H])[H]
122,208,10023000,C1(N(C(C(C1([H])[H])(C#N)[H])([H])[H])[H])(C(=O)N2C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C=3C(=C(C(=C(C3[H])[H])[H])[H])[H]
123,213,89643,C(O[Si](C(Cl)([H])[H])(OC(C([H])([H])[H])([H])[H])OC(C([H])([H])[H])([H])[H])(C([H])([H])[H])([H])[H]
124,214,20180368,C1(=NN=C(N=N1)N([H])[H])C=2C(=C(C(=C(C2[H])[H])OC([H])([H])[H])[H])[H]
125,216,10018397,C1(=C(C(=C(N2C1=NC(=C(C2=O)C(=O)O[H])SC([H])([H])[H])[H])[H])[H])[H]
126,217,20181083,C=1(C2=C(C(=C3C1C4(C(C(O3)([H])[H])(C=5C(O4)=C(C6=C(C5[H])OC(O6)([H])[H])[H])[H])[H])OC([H])([H])[H])OC(=C2[H])[H])[H]
127,218,89130,C1(=NN(C(=O)C([H])([H])[H])N=C1[H])[H]
128,219,10017955,C12(ON(C(C(=C1[H])[H])(C(C2([H])[H])([H])[H])[H])C(=O)N3C(C(C(C3([H])[H])([H])[H])([H])[H])(C(N(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H])([H])[H])[H])[H]
129,221,20180988,C(=C(C(=C(C(Cl)([H])[H])[H])C([H])([H])[H])[H])([H])[H]
130,223,20030788,C1(C(C(OC(C1([H])[H])(Cl)[H])([H])[H])([H])[H])([H])[H]
132,226,89644,C1(C(C(C(C(C1([Si](Cl)(Cl)Cl)[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
133,227,10017102,C1(C(C(C(C(C1(C(=O)O[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(=O)O[H])[H]
134,228,20212727,C1(=C(C(=C(C2=C1C(=O)N(C(N2[H])=S)[H])[H])[H])Br)[H]
137,234,76462,C=12C(=O)N(C(C1C(=C(C(=C2[H])[H])[H])[H])=O)C3(C(C(OC3(C(I)([H])[H])[H])([H])[H])([H])[H])[H]
138,235,20031183,C1(=C(C(=C(C=2N1N=NN2)[H])[H])C(=O)O[H])[H]
139,236,20045239,C1(SC(S1)=C(C#N)C(=O)OC(C([H])([H])[H])([H])[H])=C(C#N)C(=O)OC(C([H])([H])[H])([H])[H]
140,237,20182130,C1(=C(C(C(OC1(C([H])([H])[H])C([H])([H])[H])(OC(C([H])([H])[H])(C([H])([H])[H])C#C[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H]
142,239,20182405,C1(=C(C(=C(C(=C1C(=C(C(=O)OC2(C(C(C(C2([H])[H])([H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])[H])O[H])O[H])[H]
143,240,20165545,N1(C2(C(C(C1(C(C(C2([H])[H])(OC(=O)C(C(O[H])([H])[H])(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])(O[H])[H])[H])C([H])([H])[H]
144,242,10018583,C1(=C(C(=C(C2=C1C34C(N2[H])=C(C(C5(C3(N(C(C(C5(F)[H])(Br)[H])([H])[H])C(C4([H])[H])([H])[H])[H])C(C([H])([H])[H])([H])[H])([H])[H])C(=O)OC([H])([H])[H])[H])[H])[H])[H]
145,244,20025048,C1(OC=2C(=C3OC(=C(C3=C(C2C(=C1[H])[H])OC(C(C(C([H])([H])[H])(C=4OC(C(C4[H])=O)(C([H])([H])[H])C([H])([H])[H])O[H])([H])[H])([H])[H])[H])[H])[H])=O
146,245,20180057,C1(N(C(=C(C(C1([H])[H])=O)[H])[H])[H])(C2=C(C(=C(O2)[H])[H])[H])[H]
147,246,20054364,C=12N=C(C(=[N+](C1C(=C(C(=C2[H])[H])[H])[H])[O-])[H])[H]
148,248,10017603,C1(=C(C(=C(C2=C1OC(C(=C2[H])C3=C(C(=C(C(=C3[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])=O)[H])OC([H])([H])[H])OC([H])([H])[H])[H]
149,251,20218195,C1(=C(C(=C(C2=C1C(C(N(C2(C3=C(C(=C(C(=C3[H])[H])C#N)[H])[H])[H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
150,252,20028279,C12(C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])OC2([H])[H]
151,253,20039685,C1(=C(C(=C(C(=C1C(=O)O[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H]
152,255,20033031,C=1(C(=C(C(=C(C1OC([H])([H])[H])[H])[H])[H])C(Cl)([H])[H])[H]
153,256,20123978,C1(=C(C(=C(C(=C1O[H])[H])OC([H])([H])[H])[H])O[H])[H]
154,257,20026034,C1(=C(C(=C(C2=C1C(=C(N2[H])[H])C(=O)[H])[H])[H])O[H])[H]
157,261,20242277,C(C(C(=C(C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(O[H])[H])Br)Br)(O[H])[H])(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
158,262,20191978,C1(=C(C(=C(C(=C1C(=S)N(C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H])[H])[H])[H])F)[H])[H]
159,263,10024828,C=1(C(=C(C(=C(C1[H])[H])C(C(C(=O)O[H])([H])[H])([H])[H])[H])[H])O[H]
160,264,20249275,C(#CC=1C(=C(C(=C(C1[H])[H])[H])[H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])C#C[H]
161,265,20025987,C=1(C(=C(C(=C(C1[H])[H])S=2(C(C(C(C(N2)([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])=O)[H])[H])[H]
162,266,20230238,C1(=NC(=NC2=C1N=C(N2C3(OC(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])C(=C([H])[H])[H]
164,269,30085510,N12C(C(C(C(C2(C3(C(N4C(C(C(C(C4([H])C(C3([H])[H])(C1([H])[H])[H])([H])[H])([H])[H])([H])[H])(O[H])[H])=O)[H])[H])([H])[H])([H])[H])([H])[H])=O
165,270,20230320,C1(=C(C(=C(C2=C1N=C(C3(O2)C(C3([H])[H])([H])[H])C(=O)OC([H])([H])[H])[H])[H])C(=C(C#N)[H])[H])[H]
166,271,20037380,C=1(N(C(=C(N1)[H])[H])C(OC(C([H])([H])[H])([H])[H])=O)[H]
167,274,20123184,C(C([H])([H])[H])(C(=O)C#N)(OC(C([H])([H])[H])=O)[H]
168,275,10009283,C(C(=C=C(C([H])([H])[H])[H])C([H])([H])[H])(OC([H])([H])[H])=O
169,279,20146536,C1(C(=C(C(C(C1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])=O)C(=O)OC(C([H])([H])[H])([H])[H])[H])([H])[H]
170,280,20167416,N1(C2(C34C(C(C1([H])[H])(C(C(C3([H])[H])([H])[H])([H])[H])C([H])([H])[H])(C(C2(C56C4(C(C(C(C5(O[H])[H])(O[H])C(O[H])([H])[H])(C(C6([H])[H])([H])[H])[H])([H])[H])[H])[H])([H])[H])[H])[H])C([H])([H])[H]
171,281,20218176,C=1(C(=C(C(=C(C1OC([H])([H])[H])C(C#C[H])([H])[H])[H])OC([H])([H])[H])Cl)[H]
172,283,20212712,C1(=C(C(OC(C1([H])[H])(C=2C(OC(C2[H])=O)(O[H])[H])[H])([H])[H])[H])[H]
173,284,20142319,C=1(C(=C(C(=C(C1[H])[H])C#C[H])Br)[H])[H]
174,286,20212599,C1(SC(SC(C1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])(P(C([H])([H])[H])(C([H])([H])[H])=S)[H])([H])[H]
175,291,20030812,C1(C(C(OC(C1(Br)[H])(Br)[H])([H])[H])([H])[H])([H])[H]
176,292,20181558,C1(N(C(C(C1([H])[H])([H])[H])([H])[H])C(C#N)(C(C([H])([H])[H])([H])[H])[H])(C(OC([H])([H])[H])([H])[H])[H]
178,296,76887,C1(=C(C(=C(C(=C1[Se][Se]C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
180,299,20208187,O(C(=O)C(C(C(O[H])=O)([H])[H])([H])[H])C([H])([H])[H]
184,305,10015843,C(C(=C(N1C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])([H])[H]
185,307,10022902,C=1(C(=C(C(=C(C1[H])[H])C#CSC#N)[H])[H])C#CSC#N
186,308,20122818,C1(=C(C(=C(C(=C1I)N([H])[H])[H])[H])Br)[H]
187,310,20026331,C(C(C(C(C(=O)O[H])([H])[H])(O[H])[H])(N([H])[H])[H])([H])([H])[H]
188,311,20025960,C1(N(C(=NC2=C1N=C(N2[H])[H])[H])C([H])([H])[H])=O
190,315,10009298,C(N(C1(C(C1([H])[H])([H])[H])[H])[H])(N(N(C([H])([H])[H])C([H])([H])[H])[H])=O
191,317,10018784,C1(=C(C(=C(N2C1=C(C(=C2[H])C([H])([H])[H])[H])[H])[H])[H])[H]
192,318,20033126,C1(=C(C(=C(C(=C1N([H])[H])[H])[H])F)[H])[H]
193,319,20144331,C1(=NN(N=N1)[H])C=2C(=C(C(=C(C2[H])[H])[H])[H])[H]
195,321,20180258,C=12N(C3=C(C1C(=C(C(=C2[H])[H])[H])[H])C(=C(N=C3C(O[H])(C([H])([H])[H])[H])C(=O)O[H])[H])[H]
196,323,20180090,C1(=NC(=C(N=C1C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])[H])OC([H])([H])[H]
197,327,20212524,C1(C(SSC1([H])[H])([H])[H])(C(=O)N([H])[H])N(C(=O)C(=O)N(C(=C(C=2C3=C(N(C2[H])[H])C(=C(C(=C3[H])Br)Br)[H])[H])[H])[H])[H]
198,328,20030816,C1(C(C(C(C(C1([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])(Cl)[H]
200,331,20026638,C=1(C(=C(C(=C(C1[H])C2(C(C(C(C(O2)([H])[H])(O[H])[H])(Cl)[H])([H])[H])[H])[H])[H])OC([H])([H])[H])[H]
201,332,90366,C1(=C(C(=C(C2=C1C(C(N2C(=O)C(SC([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])OC([H])([H])[H])[H]
203,334,20048548,C(C(C(SC#N)([H])[H])([H])[H])([H])([H])[H]
204,335,20032379,C1(=C(C(=C(C2=C1C(=C(C(=C2C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
205,336,20212801,C1(C(C2(C3(C1(C4(C(C3([H])[H])(C(C(C4([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])C(O[H])([H])[H])O2)[H])=O)=C([H])[H]
206,342,10017148,C(Cl)(=C(C(=O)O[H])[H])[H]
207,346,20191782,C1(C(C(C1([H])[H])(C(OC(C([H])([H])[H])=O)([H])[H])[H])(C([H])([H])[H])OC([H])([H])[H])=O
208,347,74954,C1(SC(=NN1C(=O)C([H])([H])[H])N([H])[H])=O
209,348,30101750,C(C(=O)C(=O)C(C([H])([H])[H])([H])[H])(C([H])([H])[H])([H])[H]
210,350,20224178,C1(OC(C(O1)(C([H])([H])[H])[H])=C([H])[H])(C(Cl)(Cl)Cl)[H]
211,351,20204211,C1(=C(C(=C(C2=C1C3=C(C(=C(N=C3C([H])([H])[H])C(=O)OC([H])([H])[H])[H])N2S(C4=C(C(=C(C(=C4[H])[H])C([H])([H])[H])[H])[H])(=O)=O)[H])[H])[H])[H]
212,353,20144701,C=1(C(=C(C(=C(C1C(Cl)([H])[H])I)[H])[H])[H])[H]
213,354,20230090,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H])[H])F)[H]
214,355,4205,C1(=C2N(C(=C(C(C(N(C(C(=C(C3=C(C(=C(C(=C3[H])[H])O[H])[H])[H])[H])[H])=O)[H])([H])[H])([H])[H])C2=C(C(=C1[H])OC([H])([H])[H])[H])[H])[H])[H]
216,358,20242290,C(C(=C([H])[H])[H])(OC(=O)C(F)([H])[H])(C([H])([H])[H])[H]
217,359,20027692,C1(=C(C(=C(C(=C1C(N2C(=C(C(=C2[H])[H])[H])[H])([H])[H])[H])[H])Br)[H])[H]
218,360,76841,C1(=C(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])N(C(=N1)[H])[H])[H]
219,361,20026277,C(C(C(Cl)(Cl)[H])(Cl)C(Cl)([H])[H])([H])([H])[H]
220,362,10023816,C1(=C(N=C(C2=C1C(=NN2[H])Cl)[H])Cl)[H]
221,364,20179897,C1(C(C2(C(OC1(C([H])([H])[H])[H])(C(C(C(O2)([H])[H])([H])[H])([H])[H])C(OC([H])([H])[H])([H])[H])[H])([H])[H])(O[H])C(OC([H])([H])[H])([H])[H]
222,365,20039618,C1(=C(C(=C(C(=C1C(=O)O[H])[H])N([H])[H])C([H])([H])[H])[H])[H]
223,366,20212888,C(=C(C(C(O[H])(C([H])([H])[H])C(C(=C([H])[H])[H])([H])[H])([H])[H])[H])([H])[H]
