,Unnamed: 0,id,SMILES_x,SMILES_y,smiles
20191,20191,5041,,[H]C(=NC([H])([H])C([H])=C([H])[H])c1c([H])c([H])c(C([H])=NC([H])([H])C([H])=C([H])[H])c([H])c1[H],[H]C(=NC([H])([H])C([H])=C([H])[H])c1c([H])c([H])c(C([H])=NC([H])([H])C([H])=C([H])[H])c([H])c1[H]
20192,20192,5042,,[H]C([H])=C([H])Oc1c(OC([H])=C([H])[H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],[H]C([H])=C([H])Oc1c(OC([H])=C([H])[H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H]
20193,20193,5051,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1[H]
20194,20194,5052,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H]
20195,20195,5053,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
20196,20196,5054,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H]
20197,20197,5055,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c1[H]
20198,20198,5056,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(SC([H])([H])[H])c([H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(SC([H])([H])[H])c([H])c1[H]
20199,20199,5057,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(F)c([H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(F)c([H])c1[H]
20200,20200,5058,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(Cl)c([H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(Cl)c([H])c1[H]
20201,20201,5061,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H]
20202,20202,5062,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H]
20203,20203,5063,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C([H])([H])[H])c(Cl)c(C([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C([H])([H])[H])c(Cl)c(C([H])([H])[H])c1[H]
20204,20204,5064,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c1[H]
20205,20205,5065,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(Cl)c([H])c(Cl)c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c(Cl)c([H])c(Cl)c1[H]
20206,20206,5066,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(F)c([H])c(F)c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c(F)c([H])c(F)c1[H]
20207,20207,5067,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H]
20208,20208,5068,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(C([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(C([H])([H])[H])c1[H]
20209,20209,5069,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H]
20210,20210,5070,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H]
20211,20211,5071,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(Cl)c(C([H])([H])C([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(Cl)c(C([H])([H])C([H])([H])[H])c1[H]
20212,20212,5072,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C2([H])[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C2([H])[H]
20213,20213,5073,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H]
20214,20214,5074,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c2c(c1[H])OC([H])([H])O2,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c2c(c1[H])OC([H])([H])O2
20215,20215,5075,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(F)c(F)c1[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(F)c(F)c1[H]
20216,20216,5076,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
20217,20217,5077,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
20218,20218,5078,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
20219,20219,5079,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(F)c1F,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(F)c1F
20220,20220,5080,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(F)c([H])c1F,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(F)c([H])c1F
20221,20221,5081,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C([H])([H])[H])c([H])c([H])c1Cl,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C([H])([H])[H])c([H])c([H])c1Cl
20222,20222,5082,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1Cl,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1Cl
20223,20223,5083,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(Cl)c1Cl,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c([H])c(Cl)c1Cl
20224,20224,5084,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(Cl)c([H])c1Cl,[H]C([H])=C([H])C([H])([H])Oc1c([H])c([H])c(Cl)c([H])c1Cl
20225,20225,5085,,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(Cl)c([H])c([H])c1Cl,[H]C([H])=C([H])C([H])([H])Oc1c([H])c(Cl)c([H])c([H])c1Cl
20226,20226,5087,,[H]C([H])=C([H])C([H])([H])Oc1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])=C([H])C([H])([H])Oc1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
20227,20227,5088,,[H]C([H])=C([H])C([H])([H])Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])=C([H])C([H])([H])Oc1c(C([H])([H])[H])c([H])c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
20228,20228,5089,,[H]C([H])=C([H])C([H])([H])Oc1c(OC([H])([H])[H])c([H])c([H])c([H])c1OC([H])([H])[H],[H]C([H])=C([H])C([H])([H])Oc1c(OC([H])([H])[H])c([H])c([H])c([H])c1OC([H])([H])[H]
20229,20229,5090,,[H]C([H])=C([H])C([H])([H])Oc1c(F)c([H])c([H])c([H])c1F,[H]C([H])=C([H])C([H])([H])Oc1c(F)c([H])c([H])c([H])c1F
20230,20230,5091,,[H]C([H])=C([H])C([H])([H])Oc1c(Cl)c([H])c([H])c([H])c1Cl,[H]C([H])=C([H])C([H])([H])Oc1c(Cl)c([H])c([H])c([H])c1Cl
20231,20231,5092,,[H]C(Oc1c([H])c([H])c([H])c([H])c1[H])=C([H])C([H])([H])[H],[H]C(Oc1c([H])c([H])c([H])c([H])c1[H])=C([H])C([H])([H])[H]
20232,20232,5093,,[H]C(Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])=C([H])C([H])([H])[H],[H]C(Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])=C([H])C([H])([H])[H]
20233,20233,5094,,[H]C(Oc1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])=C([H])C([H])([H])[H],[H]C(Oc1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])=C([H])C([H])([H])[H]
20234,20234,5095,,[H]C(Oc1c([H])c([H])c(Cl)c([H])c1[H])=C([H])C([H])([H])[H],[H]C(Oc1c([H])c([H])c(Cl)c([H])c1[H])=C([H])C([H])([H])[H]
20235,20235,5096,,[H]C(Oc1c([H])c(C([H])([H])[H])c(Cl)c(C([H])([H])[H])c1[H])=C([H])C([H])([H])[H],[H]C(Oc1c([H])c(C([H])([H])[H])c(Cl)c(C([H])([H])[H])c1[H])=C([H])C([H])([H])[H]
20236,20236,5097,,[H]C(Oc1c([H])c([H])c([H])c(C([H])([H])[H])c1[H])=C([H])C([H])([H])[H],[H]C(Oc1c([H])c([H])c([H])c(C([H])([H])[H])c1[H])=C([H])C([H])([H])[H]
20237,20237,5098,,[H]C(Oc1c([H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H])=C([H])C([H])([H])[H],[H]C(Oc1c([H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H])=C([H])C([H])([H])[H]
20238,20238,5099,,[H]C(Oc1c([H])c([H])c2c(c1[H])OC([H])([H])O2)=C([H])C([H])([H])[H],[H]C(Oc1c([H])c([H])c2c(c1[H])OC([H])([H])O2)=C([H])C([H])([H])[H]
20239,20239,5100,,[H]C(Oc1c([H])c(Cl)c([H])c(OC([H])([H])[H])c1[H])=C([H])C([H])([H])[H],[H]C(Oc1c([H])c(Cl)c([H])c(OC([H])([H])[H])c1[H])=C([H])C([H])([H])[H]
20240,20240,5113,,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1oc([H])c([H])c1[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1oc([H])c([H])c1[H]
20241,20241,5131,,[H]OC(=O)C([H])(OC(=O)C([H])=C([H])c1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H])C(O[H])(C(=O)O[H])C([H])([H])c1c([H])c([H])c(O[H])c(O[H])c1[H],[H]OC(=O)C([H])(OC(=O)C([H])=C([H])c1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H])C(O[H])(C(=O)O[H])C([H])([H])c1c([H])c([H])c(O[H])c(O[H])c1[H]
20242,20242,6384,,[H]C([H])=C([H])n1c([H])c([H])c([H])c1C([H])([H])C([H])([H])[H],[H]C([H])=C([H])n1c([H])c([H])c([H])c1C([H])([H])C([H])([H])[H]
20243,20243,7041,,[H]C1=C([H])C([H])=C(C([H])([H])[H])C#CC#CC2=C([H])C([H])=C([H])C([H])=C(C([H])=C([H])C1=O)C2([H])[H],[H]C1=C([H])C([H])=C(C([H])([H])[H])C#CC#CC2=C([H])C([H])=C([H])C([H])=C(C([H])=C([H])C1=O)C2([H])[H]
20244,20244,7498,,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N=NC1([H])C(=O)N(C2([H])OC([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C2([H])OC(=O)C([H])([H])[H])N=C1C(F)(F)F,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N=NC1([H])C(=O)N(C2([H])OC([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C2([H])OC(=O)C([H])([H])[H])N=C1C(F)(F)F
20245,20245,7556,,[H]C([H])([H])C([H])([H])C([H])(Cl)[N+](=O)[O-],[H]C([H])([H])C([H])([H])C([H])(Cl)[N+](=O)[O-]
20246,20246,7561,,[H]C([H])([H])C([H])(C([H])([H])C([H])([H])Cl)C([H])([H])C([H])([H])Cl,[H]C([H])([H])C([H])(C([H])([H])C([H])([H])Cl)C([H])([H])C([H])([H])Cl
20247,20247,7565,,[H]C([H])([H])C([H])([H])OC([H])(OC([H])([H])C([H])([H])[H])C([H])(Cl)Cl,[H]C([H])([H])C([H])([H])OC([H])(OC([H])([H])C([H])([H])[H])C([H])(Cl)Cl
20248,20248,8252,,[H]C(=C([H])C([H])([H])SC#N)c1c([H])c([H])c([H])c([H])c1[H],[H]C(=C([H])C([H])([H])SC#N)c1c([H])c([H])c([H])c([H])c1[H]
20249,20249,8253,,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
20250,20250,8254,,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
20251,20251,8284,,[H]c1nc([H])c(Cl)c([H])c1Cl,[H]c1nc([H])c(Cl)c([H])c1Cl
20252,20252,8286,,[H]c1nc([H])c(C([H])([H])[H])c([H])c1C#N,[H]c1nc([H])c(C([H])([H])[H])c([H])c1C#N
20253,20253,8293,,[H]c1c([H])c(C(Cl)(Cl)Cl)c([H])c(C(Cl)(Cl)Cl)c1[H],[H]c1c([H])c(C(Cl)(Cl)Cl)c([H])c(C(Cl)(Cl)Cl)c1[H]
20254,20254,8294,,[H]C([H])=C([H])C([H])([H])OC(=O)c1c([H])c([H])c([H])c(C(=O)OC([H])([H])C([H])=C([H])[H])c1[H],[H]C([H])=C([H])C([H])([H])OC(=O)c1c([H])c([H])c([H])c(C(=O)OC([H])([H])C([H])=C([H])[H])c1[H]
20255,20255,8348,,[H]C([H])(Cl)C([H])(Cl)Cl,[H]C([H])(Cl)C([H])(Cl)Cl
20256,20256,8378,,[H]C(=C(Cl)C([H])([H])[H])C([H])([H])Cl,[H]C(=C(Cl)C([H])([H])[H])C([H])([H])Cl
20257,20257,9604,,[H]C([H])([H])OC([H])(Cl)Cl,[H]C([H])([H])OC([H])(Cl)Cl
20258,20258,9610,,[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])O[H],[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])O[H]
20259,20259,9611,,[H]C1([H])C([H])([H])C2([H])OC1([H])C([H])([H])C2([H])[H],[H]C1([H])C([H])([H])C2([H])OC1([H])C([H])([H])C2([H])[H]
20260,20260,9725,,[H]OC([H])([H])C1([H])OC([H])(OC2(C([H])([H])O[H])OC([H])(C([H])([H])O[H])C([H])(O[H])C2([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H],[H]OC([H])([H])C1([H])OC([H])(OC2(C([H])([H])O[H])OC([H])(C([H])([H])O[H])C([H])(O[H])C2([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
20261,20261,11405,,[Cl-].[H]C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],[Cl-].[H]C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H]
